songID,songname,singer,xiami_songname,xiami_singer,xiami_songID,songName,songType,singerID,singer.1,leftChannel,rightChannel,volume,firstLetter,languageCode,hot,clickTime,firstLetterLength,songScore,languageIntl,videoType,addDate,clickNum,label
7019464,朋友,周华健,朋友,周华健,375867,朋友,"经典老歌,友谊万岁",115270,"周华健,港台男歌星",1,2,6,PY,0,247.0,247,2.0,1,国语,演唱会,2016-10-13,260,经典  怀旧 老歌 华语 友情
7409832,因为爱情,陈奕迅 王菲,因为爱情,陈奕迅,1769962750,因为爱情,"影视金曲,男女对唱",102141;110722,"陈奕迅,港台男歌星,王菲,港台女歌星",1,2,6,YWAQ,0,100.0,100,4.0,1,国语,演唱会,2016-10-13,101,好听
6006438,你是我的眼,林宥嘉,你是我的眼,林宥嘉,1771877052,你是我的眼,经典翻唱,107093,"林宥嘉,港台男歌星",1,2,6,NSWDY,0,152.0,152,5.0,1,国语,演唱会,2016-10-13,154,好听 经典 华语 深情 流行 男声
7013785,大海,张雨生,大海,张雨生,378046,大海,经典老歌,114684,"张雨生,港台男歌星",1,2,6,DH,0,225.0,225,2.0,1,国语,演唱会,2016-10-13,241,经典  怀旧 永恒经典 华语 经典
7408647,老男孩,筷子兄弟,老男孩,筷子兄弟,1769845026,老男孩,网络歌曲,105650,"筷子兄弟,中国组合",1,2,6,LNH,0,198.0,198,3.0,1,国语,演唱会,2016-10-13,198,感动 青春 梦想
7041122,新贵妃醉酒,李玉刚,新贵妃醉酒,李玉刚,1769951985,新贵妃醉酒,"经典老歌,友谊万岁",106564,"李玉刚,大陆男歌星",1,2,6,XGFZJ,0,235.0,235,5.0,1,国语,演唱会,2016-10-13,242,中国风 古风 戏曲 好听 好听
7300358,突然的自我,伍佰,突然的自我,伍佰 & China Blue,59046,突然的自我,经典老歌,111741,"伍佰,港台男歌星",1,2,6,TRDZW,0,193.0,193,5.0,1,国语,演唱会,2016-10-13,205,经典 华语 永恒的经典 好听 摇滚
7402640,没那么简单,黄小琥,没那么简单,黄小琥,1769274193,没那么简单,经典老歌,104855,"黄小琥,港台女歌星",1,2,6,MNMJD,0,211.0,211,5.0,1,国语,演唱会,2016-10-13,214,词很深刻 好听 舒服 心情
7402766,最炫民族风,凤凰传奇,最炫民族风,凤凰传奇,1768925136,最炫民族风,经典老歌,103264,"凤凰传奇,中国组合",1,2,7,ZXMZF,0,223.0,223,5.0,1,国语,演唱会,2016-10-13,229,悠悠.... 中国风 华语 劲爆 好听 民族风
7401487,我的好兄弟,小沈阳 高进,我的好兄弟,小沈阳,1769549569,我的好兄弟,"经典老歌,友谊万岁",112125;103395,"小沈阳,大陆男歌星,高进,大陆男歌星",1,2,7,WDHXD,0,273.0,273,5.0,1,国语,演唱会,2016-10-13,274,兄弟 友谊  青春与奋斗 好听
7350596,王妃,萧敬腾,王妃,萧敬腾,1768995853,王妃,甜蜜幸福,111967,"萧敬腾,港台男歌星",1,2,6,WF,0,229.0,229,2.0,1,国语,演唱会,2016-10-13,235,Rock 摇滚 华语 很有冲击力的 节奏 好听
7008150,水手,郑智化,水手,郑智化,79191,水手,经典老歌,115129,"郑智化,港台男歌星",1,2,6,SS,0,190.0,190,2.0,1,国语,演唱会,2016-10-13,191,经典 怀旧 励志歌曲 奋斗 旧事 好听
7022619,十年,陈奕迅,十年,陈奕迅,2067234,十年,经典老歌,102141,"陈奕迅,港台男歌星",1,2,6,SN,0,221.0,221,2.0,1,国语,演唱会,2016-10-13,231,经典 好听 深情 怀旧 陈迅迅 男声
7007208,精忠报国,屠洪刚,藏龙卧虎,屠洪纲,400124,精忠报国,"经典老歌,友谊万岁",110561,"屠洪刚,大陆男歌星",1,2,6,JZBG,0,186.0,186,4.0,1,国语,演唱会,2016-10-13,186,回忆  藏龙卧虎 武侠 怀旧 气势 水浒后传
7000948,过火,张信哲,过火(粤语版),张信哲,73813,过火,经典老歌,114578,"张信哲,港台男歌星",1,2,6,GH,0,182.0,182,2.0,1,国语,演唱会,2016-10-13,185,粤语 粤语  好听 音乐库 曹俊鸿
7124709,知心爱人,任静 付笛声,知心爱人,付笛声,25310,知心爱人,"经典老歌,男女对唱",109255;103286,"任静,大陆女歌星,付笛声,大陆男歌星",1,2,6,ZXAR,0,220.0,220,4.0,1,国语,演唱会,2016-10-13,220,对唱 经典 80后喜欢的 记忆中的旋律 华语 90年代 流行
7002700,倒带,蔡依林,倒带,蔡依林,87633,倒带,经典老歌,101369,"蔡依林,港台女歌星",1,2,6,DD,0,204.0,204,2.0,1,国语,演唱会,2016-10-13,207,华语 女声 好听 深情 忧伤 好听
7200081,盛夏的果实,莫文蔚,盛夏的果实,莫文蔚,136063,盛夏的果实,经典老歌,108484,"莫文蔚,港台女歌星",1,2,6,SXDGS,0,167.0,167,5.0,1,国语,演唱会,2016-10-13,168,经典 怀念 怀旧 女声 华语
7401018,新不了情,萧敬腾,新不了情,萧敬腾,1769213851,新不了情,寂寞空灵,111967,"萧敬腾,港台男歌星",1,2,6,XBLQ,0,198.0,198,4.0,1,国语,演唱会,2016-10-13,198,深情 经典  华语 蕭敬騰
7038522,可惜不是你,梁静茹,可惜不是你,梁静茹,124099,可惜不是你,经典老歌,106728,"梁静茹,港台女歌星",1,2,6,KXBSN,0,134.0,134,5.0,1,国语,演唱会,2016-10-13,136,伤感 好听 治愈系 安静
7300616,后来,刘若英,后来,刘若英,130762,后来,经典老歌,107419,"刘若英,港台女歌星",1,2,7,HL,0,157.0,157,2.0,1,国语,演唱会,2016-10-13,158,经典  记忆 伤感 奶茶 好听
7012491,单身情歌,林志炫,单身情歌,林志炫,22143,单身情歌,经典老歌,107121,"林志炫,港台男歌星",1,2,6,DSQG,0,134.0,134,4.0,1,国语,演唱会,2016-10-13,134,经典 情歌 华语 老歌 单身 中文
7300654,童话,光良,童话,光良,29609,童话,经典老歌,103734,"光良,港台男歌星",1,2,6,TH,0,122.0,122,2.0,1,国语,演唱会,2016-10-13,122,好听 华语 经典 感动 好听
7038814,我只在乎你,邓丽君,我只在乎你,邓丽君,99158,我只在乎你,经典老歌,102609,"邓丽君,港台女歌星",1,2,6,WZZHN,0,221.0,221,5.0,1,国语,演唱会,2016-10-13,240,经典 怀旧 女声 华语 鄧麗君 好听
7300419,离歌,信乐团,离歌,信乐团,374463,离歌,经典老歌,112397,"信乐团,中国组合",1,2,6,LG,0,178.0,178,2.0,1,国语,演唱会,2016-10-13,180,华语 经典 男声 伤感  就是喊。。。
7002478,死了都要爱,信乐团,死了都要爱,华语群星,1797305828,死了都要爱,经典老歌,112397,"信乐团,中国组合",1,2,6,SLDYA,0,159.0,159,5.0,1,国语,演唱会,2016-10-13,160,
7026320,北京北京,汪峰,北京北京 (Live),汪峰,1772061198,北京北京,寂寞空灵,110621,"汪峰,大陆男歌星",1,2,6,BJBJ,0,230.0,230,4.0,1,国语,演唱会,2016-10-13,233,抒情 yy 音乐
7404280,问,梁静茹,问 (Live),李宗盛,388393,问,经典老歌,106728,"梁静茹,港台女歌星",1,2,6,W,0,177.0,177,1.0,1,国语,演唱会,2016-10-13,177,经典 好听 感伤 李宗盛 女声
7030232,有多少爱可以重来,迪克牛仔 田震,有多少爱可以重来,迪克牛仔,9146,有多少爱可以重来,"寂寞空灵,男女对唱",102667;110465,"迪克牛仔,港台男歌星,田震,大陆女歌星",1,2,6,YDSAKYCL,0,107.0,107,8.0,1,国语,演唱会,2016-10-13,107,经典 老歌 伤感 男声 经典传唱 好听
7018244,自由飞翔,凤凰传奇,自由飞翔,凤凰传奇,1770259869,自由飞翔,经典老歌,103264,"凤凰传奇,中国组合",1,2,6,ZYFX,0,171.0,171,4.0,1,国语,演唱会,2016-10-13,172,经典 CO.
7002492,夜夜夜夜,梁静茹,夜夜夜夜 (Live),梁静茹,380212,夜夜夜夜,经典老歌,106728,"梁静茹,港台女歌星",1,2,7,YYYY,0,167.0,167,4.0,1,国语,演唱会,2016-10-13,168,女声 好听 回忆 安静
7131853,广岛之恋,莫文蔚 张洪量,广岛之恋,莫文蔚,136054,广岛之恋,男女对唱,108484;114194,"莫文蔚,港台女歌星,张洪量,港台男歌星",1,2,6,GDZL,0,189.0,189,4.0,1,国语,演唱会,2016-10-13,189,经典  对唱 中文 好听 经典歌曲
7026522,挪威的森林,伍佰,挪威的森林,伍佰 & China Blue,59457,挪威的森林,经典老歌,111741,"伍佰,港台男歌星",1,2,6,NWDSL,0,130.0,130,5.0,1,国语,演唱会,2016-10-13,130,经典 怀旧 华语 老歌 好听 青春
7021542,兄弟,任贤齐,兄弟,任贤齐,46908,兄弟,寂寞空灵,109277,"任贤齐,港台男歌星",1,2,6,XD,0,119.0,119,2.0,1,国语,演唱会,2016-10-13,119,经典 一种情怀 好听 怀旧
7200152,海阔天空,信乐团,海阔天空,信乐团,193010,海阔天空,经典老歌,112397,"信乐团,中国组合",1,2,6,HKTK,0,188.0,188,4.0,1,国语,演唱会,2016-10-13,188,励志  坚强 好听 信 感触
7131095,再见,张震岳,再见,张震岳,76286,再见,寂寞空灵,114727,"张震岳,港台男歌星",1,2,6,ZJ,0,144.0,144,2.0,1,国语,演唱会,2016-10-13,144,青春回忆 经典  好听 华语
7407316,包容,郑源,包容,郑源,1769664492,包容,经典老歌,115121,"郑源,大陆男歌星",1,2,6,BR,0,103.0,103,2.0,1,国语,演唱会,2016-10-13,103,好听 内地 好听 有味道 孤独 忧郁 舒服 安静 依然的 悠然自在 1
6003186,High歌(HD),黄龄,High歌,黄龄,392387,High歌(HD),寂寞空灵,104768,"黄龄,大陆女歌星",1,2,6,HG,0,142.0,142,2.0,1,国语,演唱会,2016-10-13,142,high歌 女声 有味道 好听 华语 high歌
7005500,阴天,莫文蔚,阴天,莫文蔚,136056,阴天,经典老歌,108484,"莫文蔚,港台女歌星",1,2,6,YT,0,144.0,144,2.0,1,国语,演唱会,2016-10-13,144,华语 慵懒 经典 好听 忧伤 女声
7036564,红玫瑰,陈奕迅,红玫瑰,陈奕迅,2067257,红玫瑰,经典老歌,102141,"陈奕迅,港台男歌星",1,2,6,HMG,0,132.0,132,3.0,1,国语,演唱会,2016-10-13,133,沉醉、低调 eason 好听  华语
7020128,如果没有你,莫文蔚,如果没有你,莫文蔚,135939,如果没有你,甜蜜幸福,108484,"莫文蔚,港台女歌星",1,2,6,RGMYN,0,188.0,188,5.0,1,国语,演唱会,2016-10-13,190,好听 华语 安静  女声 有味道
7300054,好久不见,陈奕迅,好久不见,陈奕迅,2067242,好久不见,经典老歌,102141,"陈奕迅,港台男歌星",2,1,6,HJBJ,0,155.0,155,4.0,1,国语,MV,2016-10-13,155,淡淡伤感 伤感 好听 淡淡伤感 陈
7131938,风往北吹,孙楠,风往北吹,孙楠,49191,风往北吹,经典老歌,110023,"孙楠,大陆男歌星",1,2,6,FWBC,0,86.0,86,4.0,1,国语,演唱会,2016-10-13,86,好听 好听 流行 话语 流行 22-25岁的歌 周杰伦
7006249,让泪化作相思雨,南合文斗,让泪化作相思雨,南合文斗,185393,让泪化作相思雨,经典老歌,108571,"南合文斗,中国组合",1,2,6,RLHZXSY,0,54.0,54,7.0,1,国语,演唱会,2016-10-13,54,伤感  男声 失恋 怀念 苍白的美丽  相思雨
7012585,天涯,任贤齐,天涯,任贤齐,46934,天涯,经典老歌,109277,"任贤齐,港台男歌星",1,2,6,TY,0,103.0,103,2.0,1,国语,演唱会,2016-10-13,103,怀旧 武侠 好听 那个时候 华语 男声
7403328,朋友的酒,李晓杰,朋友的酒,李晓杰,1769384181,朋友的酒,友谊万岁,106443,"李晓杰,大陆男歌星",1,2,6,PYDJ,0,194.0,194,4.0,1,国语,演唱会,2016-10-13,194,犹如陈年老酒 通俗 大气 好听 中文 好听 欢快
7131228,类似爱情,萧亚轩,类似爱情,萧亚轩,2096200,类似爱情,经典老歌,111982,"萧亚轩,港台女歌星",1,2,6,LSAQ,0,146.0,146,4.0,1,国语,演唱会,2016-10-13,146,女声 华语 好听 感伤 有味道
7012488,当,动力火车,当,动力火车,178901,当,经典老歌,102838,"动力火车,中国组合",1,2,6,D,0,167.0,167,1.0,1,国语,演唱会,2016-10-13,168,经典 华语 一代人的回忆 還珠格格 動力火車 回忆
7400163,十一年,邱永传,十一年,邱永传,1769884563,十一年,寂寞空灵,109148,"邱永传,大陆男歌星",1,2,6,SYN,0,168.0,168,3.0,1,国语,演唱会,2016-10-13,168,好听 抒情 伤感 喜欢 忧伤 好听 伤日
7132098,K歌之王,陈奕迅,K歌之王 (国),陈奕迅,2067233,K歌之王,经典老歌,102141,"陈奕迅,港台男歌星",1,2,7,KGZW,0,138.0,138,4.0,1,国语,演唱会,2016-10-13,142,eason 好听  经典 国语 陈奕
7300338,爱,小虎队,爱 (Live) ,小虎队,192385,爱,经典老歌,112049,"小虎队,中国组合",2,1,6,A,0,124.0,124,1.0,1,国语,MV,2016-10-13,124,怀旧~ 青春年华 永远的经典 臭臭儿歌的下脚料 90金曲
7028248,我可以抱你吗,张惠妹,我可以抱你吗,张惠妹,163414,我可以抱你吗,经典老歌,114212,"张惠妹,港台女歌星",1,2,10,WKYBNM,0,184.0,184,6.0,1,国语,演唱会,2016-10-13,184,伤感 经典 女声 好听 华语 好听
7033902,算你狠,陈小春,算你狠,陈小春,5959,算你狠,经典老歌,102041,"陈小春,港台男歌星",1,2,6,SNH,0,119.0,119,3.0,1,国语,演唱会,2016-10-13,119,华语  有趣 经典 好听
7036616,会呼吸的痛,梁静茹,会呼吸的痛,梁静茹,389558,会呼吸的痛,寂寞空灵,106728,"梁静茹,港台女歌星",1,2,7,HHXDT,0,113.0,113,5.0,1,国语,演唱会,2016-10-13,113,感伤 好听 疗伤系 华语
7014218,如果这都不算爱,张学友,如果这都不算爱,张学友,74560,如果这都不算爱,经典老歌,114593,"张学友,港台男歌星",1,2,6,RGZDBSA,0,80.0,80,7.0,1,国语,演唱会,2016-10-13,81,经典 有味道 华语 好听 永恒经典 男声
7405213,爱情买卖,慕容晓晓,爱情买卖,慕容晓晓,1769776193,爱情买卖,网络歌曲,108536,"慕容晓晓,大陆女歌星",1,2,6,AQMM,0,96.0,96,4.0,1,国语,演唱会,2016-10-13,96,好听 女声 农业金属 好听 爱情
7408598,大笑江湖,小沈阳,大笑江湖,小沈阳,1769879508,大笑江湖,经典老歌,112125,"小沈阳,大陆男歌星",1,2,6,DXJH,0,93.0,93,4.0,1,国语,演唱会,2016-10-13,93,轻快 轻快活泼 搞笑 欢快 轻快
7005709,电台情歌,莫文蔚,电台情歌,莫文蔚,382560,电台情歌,经典老歌,108484,"莫文蔚,港台女歌星",1,2,6,DTQG,0,93.0,93,4.0,1,国语,演唱会,2016-10-13,93,经典 华语 有味道 好听 女声 词曲俱佳
7001125,忽然之间,莫文蔚,忽然之间,莫文蔚,136064,忽然之间,寂寞空灵,108484,"莫文蔚,港台女歌星",1,2,6,HRZJ,0,90.0,90,4.0,1,国语,演唱会,2016-10-13,90,安静 淡淡的忧 女声 华语 好听
7401145,说谎,林宥嘉,说谎,林宥嘉,1769167647,说谎,经典老歌,107093,"林宥嘉,港台男歌星",1,2,6,SH,0,110.0,110,2.0,1,国语,演唱会,2016-10-13,110,好听 伤感 感伤 华语 有感觉
7407317,爱情码头,郑源,爱情码头,郑源,1769664493,爱情码头,经典老歌,115121,"郑源,大陆男歌星",1,2,6,AQMT,0,63.0,63,4.0,1,国语,演唱会,2016-10-13,63,好听 情歌王子 悲伤的感觉 深情 好听 华语 很喜欢
7032039,日不落,蔡依林,日不落,蔡依林,388176,日不落,经典老歌,101369,"蔡依林,港台女歌星",1,2,6,RBL,0,132.0,132,3.0,1,国语,演唱会,2016-10-13,135,女声 好听 流行 华语 Jolin 好听
7027347,我怀念的,孙燕姿,我怀念的,孙燕姿,376455,我怀念的,经典老歌,110073,"孙燕姿,港台女歌星",1,2,6,WHND,0,119.0,119,4.0,1,国语,演唱会,2016-10-13,120,。。 女声 好听 感伤 华语
7401469,想你的夜,关喆,想你的夜,关喆,1769009754,想你的夜,心碎伤感,103709,"关喆,大陆男歌星",1,2,6,XNDY,0,216.0,216,4.0,1,国语,演唱会,2016-10-13,216,好听 男声 动情 华语 抒情 好听
7006455,今天你要嫁给我,陶喆 蔡依林,今天你要嫁给我,陶喆,385186,今天你要嫁给我,男女对唱,110356;101369,"陶喆,港台男歌星,蔡依林,港台女歌星",1,2,6,JTNYJGW,0,111.0,111,7.0,1,国语,演唱会,2016-10-13,115,甜蜜的对唱 对唱 华语 好听
7028208,听海,张惠妹,听海,张惠妹,388427,听海,经典老歌,114212,"张惠妹,港台女歌星",1,2,6,TH,0,159.0,159,2.0,1,国语,演唱会,2016-10-13,160,华语 经典  女声 好听 好听
7041368,洋葱,杨宗纬,洋葱,杨宗纬,2079853,洋葱,经典老歌,113254,"杨宗纬,港台男歌星",1,2,6,YC,0,177.0,177,2.0,1,国语,演唱会,2016-10-13,179,好听 深情 华语 伤感 抒情
7036168,隐形的翅膀,张韶涵,隐形的翅膀,张韶涵,378246,隐形的翅膀,寂寞空灵,114458,"张韶涵,港台女歌星",1,2,6,YXDCB,0,130.0,130,5.0,1,国语,演唱会,2016-10-13,131,女声 华语 好听 经典 好听 流行
7021343,相信自己,零点乐队,相信自己,零点乐队,183189,相信自己,经典老歌,107158,"零点乐队,中国组合",1,2,6,XXZJ,0,88.0,88,4.0,1,国语,演唱会,2016-10-13,88,励志 零点 激情 摇滚 老歌  华语
7200114,寂寞沙洲冷,周传雄,寂寞沙洲冷,周传雄,65090,寂寞沙洲冷,经典老歌,115253,"周传雄,港台男歌星",1,2,6,JMSZL,0,72.0,72,5.0,1,国语,演唱会,2016-10-13,72,好听 伤感 小刚 华语 经典 怀旧
7036434,爱是你我,刀郎 云朵,,,0,爱是你我,经典老歌,102570;113991,"刀郎,大陆男歌星,云朵,大陆女歌星",1,2,6,ASNW,0,140.0,140,4.0,1,国语,演唱会,2016-10-13,140,
7032685,冰雨,刘德华,冰雨 (Live),刘德华,24361,冰雨,经典老歌,107210,"刘德华,港台男歌星",1,2,6,BY,0,132.0,132,2.0,1,国语,演唱会,2016-10-13,132,Love 成长 sunny 他们 一种情怀 华仔 演唱会
7104872,突然好想你,五月天,突然好想你,五月天,3381901,突然好想你,经典老歌,111739,"五月天,中国组合",1,2,6,TRHXN,0,110.0,110,5.0,1,国语,演唱会,2016-10-13,110,感动 好听 华语 突然
7000992,勇气,梁静茹,勇气,梁静茹,380252,勇气,经典老歌,106728,"梁静茹,港台女歌星",1,2,6,YQ,0,129.0,129,2.0,1,国语,演唱会,2016-10-13,129,经典 女声 好听 华语
7300412,原来你也在这里,刘若英,原来你也在这里,刘若英,375188,原来你也在这里,经典老歌,107419,"刘若英,港台女歌星",1,2,6,YLNYZZL,0,101.0,101,7.0,1,国语,演唱会,2016-10-13,102,奶茶 好听 温暖 女声 经典
7786916,爱别走,林冲,爱别走,林冲,1770957417,爱别走,心碎伤感,106853,"林冲==大陆,大陆男歌星",1,2,6,ABZ,0,1.0,1,3.0,1,国语,演唱会,2016-10-13,1,
7031859,我相信,杨培安,我相信,杨培安,399619,我相信,经典老歌,113101,"杨培安,港台男歌星",1,2,6,WXX,0,100.0,100,3.0,1,国语,演唱会,2016-10-13,100,励志  青春与奋斗 青春 -  给力
7016227,星星点灯,郑智化,星星点灯,郑智化,384032,星星点灯,经典老歌,115129,"郑智化,港台男歌星",1,2,6,XXDD,0,104.0,104,4.0,1,国语,演唱会,2016-10-13,104,经典 怀旧 励志 好听 老歌 华语
7033009,女人花,梅艳芳,女人花,梅艳芳,134999,女人花,经典老歌,108287,"梅艳芳,港台女歌星",1,2,6,NRH,0,155.0,155,3.0,1,国语,演唱会,2016-10-13,156,经典 怀旧  经典老歌 女声 华语
7131995,最熟悉的陌生人,萧亚轩,最熟悉的陌生人,萧亚轩,150878,最熟悉的陌生人,经典老歌,111982,"萧亚轩,港台女歌星",1,2,8,ZSXDMSR,0,96.0,96,7.0,1,国语,演唱会,2016-10-13,97,经典 华语 女声 elva 淡淡的忧伤 好听
7300433,萍聚,卓依婷,萍聚,卓依婷,172119,萍聚,男女对唱,115642,"卓依婷,港台女歌星",1,2,6,PJ,0,198.0,198,2.0,1,国语,演唱会,2016-10-13,198,爱听的歌 光芒 对唱 好歌 现代流行
7131735,一千个伤心的理由,张学友,一千个伤心的理由,张学友,75030,一千个伤心的理由,经典老歌,114593,"张学友,港台男歌星",1,2,7,YQGSXDLY,0,93.0,93,8.0,1,国语,演唱会,2016-10-13,93,经典 伤感 华语 怀旧 抒情 好听
7006583,爱情转移,陈奕迅,爱情转移,陈奕迅,2067248,爱情转移,经典老歌,102141,"陈奕迅,港台男歌星",1,2,6,AQZY,0,124.0,124,4.0,1,国语,演唱会,2016-10-13,124,经典 华语 伤感心醉的 好听 男声 eason
7031377,你最珍贵,张学友 高慧君,你最珍贵,张学友,74680,你最珍贵,"经典老歌,男女对唱",114593;103391,"张学友,港台男歌星,高慧君,港台女歌星",1,2,6,NZZG,0,143.0,143,4.0,1,国语,演唱会,2016-10-13,143,经典 经典对唱 深情 经典的合唱情  张
7300835,美丽的神话,孙楠 韩红,美丽的神话Ⅱ,王宗贤,3484392,美丽的神话,男女对唱,110023;103993,"孙楠,大陆男歌星,韩红,大陆女歌星",1,2,6,MLDSH,0,122.0,122,5.0,1,国语,演唱会,2016-10-13,122,神话 影视 温暖 Antiphonal 对唱 国语歌 抒情 爱情
7029339,冲动的惩罚,刀郎,冲动的惩罚,刀郎,8673,冲动的惩罚,经典老歌,102570,"刀郎,大陆男歌星",2,1,6,CDDCF,0,88.0,88,5.0,1,国语,MV,2016-10-13,88,怀旧 华语 质朴 好听 中文歌 好听
7200252,同桌的你,老狼,同桌的你 (Live),音乐热搜,1775600742,同桌的你,经典老歌,105781,"老狼,大陆男歌星",1,2,6,TZDN,0,83.0,83,4.0,1,国语,演唱会,2016-10-13,83,Live 经典 校园 怀旧
7007787,红豆(国&粤),王菲,红豆,方大同,1769033730,红豆(国&粤),经典老歌,110722,"王菲,港台女歌星",1,2,6,HD,0,111.0,111,2.0,1,国语,演唱会,2016-10-13,111,方大同 红豆 翻唱 安静 好听 舒服
7006781,独家记忆,陈小春,独家记忆,陈小春,2070230,独家记忆,经典老歌,102041,"陈小春,港台男歌星",1,2,6,DJJY,0,114.0,114,4.0,1,国语,演唱会,2016-10-13,115,伤感 好听 华语 忧伤 好听
7012476,大哥,柯受良,大哥,柯受良,12852,大哥,经典老歌,105582,"柯受良,港台男歌星",2,1,8,DG,0,131.0,131,2.0,1,国语,MV,2016-10-13,131,经典 追忆 经典老歌 经典 伤感 华语 远去的
7031375,涛声依旧,毛宁,涛声依旧,毛宁,1800780,涛声依旧,经典老歌,108246,"毛宁,大陆男歌星",1,2,6,TSYJ,0,135.0,135,4.0,1,国语,演唱会,2016-10-13,135,经典老歌  经典 怀旧 经典老歌  深情
7120742,笨小孩,刘德华 柯受良 吴宗宪,笨小孩 (Live),刘德华,24377,笨小孩,经典老歌,107210;105582;111735,"刘德华,港台男歌星,柯受良,港台男歌星,吴宗宪,港台男歌星",1,2,6,BXH,0,79.0,79,3.0,1,国语,演唱会,2016-10-13,79,霉XXL爱冬眠。
7006501,暖暖,梁静茹,暖暖,梁静茹,380241,暖暖,经典老歌,106728,"梁静茹,港台女歌星",1,2,6,NN,0,118.0,118,2.0,1,国语,演唱会,2016-10-13,118,温暖  舒服 好听 轻松
7305335,糊涂的爱,王志文 江珊,糊涂的爱,王志文,2048138,糊涂的爱,男女对唱,111246;105183,"王志文,大陆男歌星,江珊,大陆女歌星",1,2,6,HTDA,0,145.0,145,4.0,1,国语,演唱会,2016-10-13,145,对唱 大陆经典   pop 华语
7036097,恋爱Ing,五月天,恋爱ing,五月天,3599312,恋爱Ing,经典老歌,111739,"五月天,中国组合",1,2,6,LAING,0,108.0,108,5.0,1,国语,演唱会,2016-10-13,108,Happy 好听 华语 轻快 好听 喜欢
7020541,亲爱的那不是爱情,张韶涵,亲爱的那不是爱情 (Live),隐藏的歌手,1775326468,亲爱的那不是爱情,经典老歌,114458,"张韶涵,港台女歌星",1,2,6,QADNBSAQ,0,120.0,120,8.0,1,国语,演唱会,2016-10-13,120,中文 好听
7132066,我和草原有个约定,凤凰传奇,我和草原有个约定,凤凰传奇,1770259879,我和草原有个约定,"经典老歌,民歌传唱",103264,"凤凰传奇,中国组合",1,2,6,WHCYYGYD,0,82.0,82,8.0,1,国语,演唱会,2016-10-13,82,我喜欢的歌 悦耳
7009484,爱我别走,张震岳,爱我别走,张震岳,378181,爱我别走,经典老歌,114727,"张震岳,港台男歌星",1,2,6,AWBZ,0,85.0,85,4.0,1,国语,演唱会,2016-10-13,85,好听 经典 随性 华语 张震
7029153,催眠,王菲,催眠,王菲,381304,催眠,经典老歌,110722,"王菲,港台女歌星",1,2,6,CM,0,92.0,92,2.0,1,国语,演唱会,2016-10-13,92,随心 率性 好听 空灵 好听
7300833,回心转意,黑龙,回心转意,黑龙,30459,回心转意,网络歌曲,104306,"黑龙,大陆男歌星",2,1,6,HXZY,0,96.0,96,4.0,1,国语,MV,2016-10-13,96,
7132058,不再犹豫,Beyond,不再犹豫,Beyond,174873,不再犹豫,经典老歌,100106,"Beyond,中国组合",1,2,6,BZYY,0,154.0,154,4.0,1,粤语,演唱会,2016-10-13,154,粤语 经典 永恒经典 励志 青春与奋斗 摇滚
7131116,心雨,毛宁 杨钰莹,心雨,杨钰莹,156780,心雨,男女对唱,108246;113219,"毛宁,大陆男歌星,杨钰莹,大陆女歌星",1,2,6,XY,0,169.0,169,2.0,1,国语,演唱会,2016-10-13,169,经典  怀旧 抒情  老歌不老 华语
7420901,滴答,侃侃,滴答 (吉它演唱版),侃侃,1773575471,滴答,影视金曲,105543,"侃侃,大陆女歌星",1,2,6,DD,0,78.0,78,2.0,1,国语,演唱会,2016-10-13,78,好听  怀念 中文 华语 经典 亲情
7300512,千千阙歌,陈慧娴,千千阙歌,陈慧娴,90620,千千阙歌,经典老歌,101765,"陈慧娴,港台女歌星",1,2,6,QQQG,0,89.0,89,4.0,1,粤语,演唱会,2016-10-13,89,经典 粤语 怀旧 好听 感动 怀旧  华语
7007778,闷,王菲,闷,王菲,146619,闷,经典老歌,110722,"王菲,港台女歌星",1,2,6,M,0,108.0,108,1.0,1,国语,演唱会,2016-10-13,108,轻快 好听 节奏 经典 华语
7033907,我们的爱,F.I.R,我们的爱,F.I.R.,179943,我们的爱,经典老歌,100241,"F.I.R,中国组合",1,2,6,WMDA,0,79.0,79,4.0,1,国语,演唱会,2016-10-13,79,经典 好听 华语 飞儿乐团 . 好听
7031382,萍聚,李翊君,萍聚,李翊君,123817,萍聚,"经典老歌,友谊万岁",106532,"李翊君,港台女歌星",1,2,6,PJ,0,106.0,106,2.0,1,国语,演唱会,2016-10-13,106,经典  中文老歌  抒情 华语 怀旧
7410072,都要好好的,小沈阳 沈春阳,都要好好的,小沈阳,1770048597,都要好好的,男女对唱,112125;109510,"小沈阳,大陆男歌星,沈春阳,大陆女歌星",1,2,6,DYHHD,0,49.0,49,5.0,1,国语,演唱会,2016-10-13,49,感动  轻快 好听 经典 小沈 感
7015166,天路,韩红,天路,韩红,1769986669,天路,经典老歌,103993,"韩红,大陆女歌星",1,2,6,TL,0,124.0,124,2.0,1,国语,演唱会,2016-10-13,124,好听 女声 经典 怀旧 我是歌手
7026857,谁明浪子心,王杰 赵学而,谁明浪子心,华语群星,1796810641,谁明浪子心,"经典老歌,男女对唱",110804;114912,"王杰,港台男歌星,赵学而,港台女歌星",1,2,6,SMLZX,0,69.0,69,5.0,1,粤语,演唱会,2016-10-13,69,
